,A�o,Equipo,Nombre ,Nacionalidad,Edad,Posicion 
477,2017,Juventus,Marko Pjaca,Croacia,22,Extremo izquierdo
478,2017,Juventus,Mehdi Léris,Argelia,19,Extremo derecho
479,2017,Juventus,Paulo Dybala,Argentina,23,Mediocampista ofensivo
480,2017,Juventus,Gonzalo Higuaín ,Argentina,29,Delantero centro
481,2017,Juventus,Mario Manduki?,Croacia,31,Delantero centro
482,2017,Juventus,Simone Zaza,Italia,26,Delantero centro
483,2017,Juventus,Moise Kean,Italia,17,Delantero centro
484,2018,Real Madrid,Keylor Navas,Costa rica,31,Portero
485,2018,Real Madrid,Kiko Casilla,España,31,Portero
486,2018,Real Madrid,Moha Ramos,España,18,Portero
487,2018,Real Madrid,Luca Zidane,Francia,20,Portero
488,2018,Real Madrid,Sergio Ramos,España,32,Defensa central 
489,2018,Real Madrid,Raphaël Varane ,Francia,25,Defensa central 
490,2018,Real Madrid,Theo Hernández,Francia,20,Lateral izquierdo
491,2018,Real Madrid,Jesús Vallejo,España,21,Defensa central 
492,2018,Real Madrid,Nacho Fernández,España,28,Defensa central 
493,2018,Real Madrid,Marcelo,Brasil,30,Lateral izquierdo
494,2018,Real Madrid,Luismi Quezada,Republica dominicana,22,Lateral izquierdo
495,2018,Real Madrid,Daniel Carvajal,España,26,Lateral derecho
496,2018,Real Madrid,Lucas Vázquez,España,26,Lateral derecho
497,2018,Real Madrid,Achraf Hakimi,Marruecos,19,Lateral derecho
498,2018,Real Madrid,Álvaro Tejero,España,21,Lateral derecho
499,2018,Real Madrid,Casemiro,Brasil,26,Mediocampista defensivo
500,2018,Real Madrid,Toni Kroos,Alemania,28,Mediocampista
501,2018,Real Madrid,Luka Modric,Croacia,32,Mediocampista
502,2018,Real Madrid,Mateo Kovacic,Croacia,24,Mediocampista
503,2018,Real Madrid,Marcos Llorente,España,23,Mediocampista defensivo
504,2018,Real Madrid,Oscar Rodríguez,España,20,Mediocampista ofensivo
505,2018,Real Madrid,Isco,España,26,Mediocampista ofensivo
506,2018,Real Madrid,Dani Ceballos,España,21,Mediocampista
507,2018,Real Madrid,Franchu,Argentina,20,Extremo derecho
508,2018,Real Madrid,Marco Asensio,España,22,Extremo izquierdo
509,2018,Real Madrid,Cristo,España,20,Mediocampista ofensivo
510,2018,Real Madrid,Gareth Bale,Gales,28,Extremo derecho
511,2018,Real Madrid,Cristiano Ronaldo,Portugal,33,Extremo izquierdo
512,2018,Real Madrid,Karim Benzema,Francia,30,Delantero centro
513,2018,Real Madrid,Borja Mayoral,España,21,Delantero centro
514,2018,Liverpool,Loris Karius,Alemania,25,Portero
515,2018,Liverpool,Simon Mignolet,Belgica,30,Portero
516,2018,Liverpool,Danny Ward,Gales,25,Portero
517,2018,Liverpool,Ádám Bogdá,Hungría,30,Portero
518,2018,Liverpool,Virgil Van Dijk,Paises Bajos,26,Defensa central 
519,2018,Liverpool,Joel Matip,Camerún ,26,Defensa central 
520,2018,Liverpool,Joe Gomez,Inglaterra,21,Defensa central 
521,2018,Liverpool,Dejan Lovren,Croacia,28,Defensa central 
522,2018,Liverpool,Ragnar Klavan,Estonia,32,Defensa central 
523,2018,Liverpool,Andrew Robertson,Escocia,24,Lateral izquierdo
524,2018,Liverpool,Alberto Moreno,España,25,Lateral izquierdo
525,2018,Liverpool,Trent Alexander-Arnold,Inglaterra,19,Lateral derecho
526,2018,Liverpool,Nathaniel Clyne,Inglaterra,27,Lateral derecho
527,2018,Liverpool,Jon Flanagan,Inglaterra,25,Lateral derecho
528,2018,Liverpool,Connor Randall,Inglaterra,22,Lateral derecho
529,2018,Liverpool,Emre Can,Alemania,24,Mediocampista defensivo
530,2018,Liverpool,Alex Oxlade-Chamberlain,Inglaterra,24,Mediocampista
531,2018,Liverpool,Georginio Wijnaldum,Paises Bajos,27,Mediocampista
532,2018,Liverpool,Jordan Henderson,Inglaterra,28,Mediocampista
533,2018,Liverpool,James Milner,Inglaterra,32,Mediocampista
534,2018,Liverpool,Adam Lallana,Inglaterra,30,Mediocampista ofensivo
535,2018,Liverpool,Ben Woodburn,Gales,18,Mediocampista ofensivo
536,2018,Liverpool,Sadio Mané,Senegal,26,Extremo izquierdo
537,2018,Liverpool,Mohamed Salah,Egipto,26,Extremo derecho
538,2018,Liverpool,Sheyi Ojo,Inglaterra,21,Extremo derecho
539,2018,Liverpool,Roberto Firmino,Brasil,26,Delantero centro
540,2018,Liverpool,Daniel Sturridge,Inglaterra,28,Delantero centro
541,2018,Liverpool,Divock Origi,Belgica,23,Delantero centro
542,2018,Liverpool,Dominic Solanke,Inglaterra,20,Delantero centro
543,2018,Liverpool,Danny Ings,Inglaterra,25,Delantero centro
544,2019,Liverpool,Alisson,Brasil,26,Portero
545,2019,Liverpool,Loris Karius,Alemania,26,Portero
546,2019,Liverpool,Simon Mignolet,Belgica,31,Portero
547,2019,Liverpool,Kamil Grabara,Polonia,20,Portero
548,2019,Liverpool,Ádám Bogdá,Hungría,31,Portero
549,2019,Liverpool,Virgil Van Dijk,Paises Bajos,27,Defensa central 
550,2019,Liverpool,Joel Matip,Camerún ,27,Defensa central 
551,2019,Liverpool,Joe Gomez,Inglaterra,22,Defensa central 
552,2019,Liverpool,Dejan Lovren,Croacia,29,Defensa central 
553,2019,Liverpool,Andrew Robertson,Escocia,25,Lateral izquierdo
554,2019,Liverpool,Alberto Moreno,España,26,Lateral izquierdo
555,2019,Liverpool,Trent Alexander-Arnold,Inglaterra,20,Lateral derecho
556,2019,Liverpool,Nathaniel Clyne,Inglaterra,28,Lateral derecho
557,2019,Liverpool,Ki-Jana Hoever,Paises Bajos,17,Lateral derecho
558,2019,Liverpool,Connor Randall,Inglaterra,23,Lateral derecho
559,2019,Liverpool,Fabinho,Brasil,25,Mediocampista defensivo
560,2019,Liverpool,Alex Oxlade-Chamberlain,Inglaterra,25,Mediocampista
561,2019,Liverpool,Georginio Wijnaldum,Paises Bajos,28,Mediocampista
562,2019,Liverpool,Jordan Henderson,Inglaterra,29,Mediocampista
563,2019,Liverpool,James Milner,Inglaterra,33,Mediocampista
564,2019,Liverpool,Adam Lallana,Inglaterra,31,Mediocampista ofensivo
565,2019,Liverpool,Marko Grujic,Serbia,23,Mediocampista defensivo
566,2019,Liverpool,Naby Keïta ,Guinea,24,Mediocampista
567,2019,Liverpool,Ben Woodburn,Gales,19,Mediocampista ofensivo
568,2019,Liverpool,Curtis Jones,Inglaterra,18,Mediocampista
569,2019,Liverpool,Xherdan Shaqiri,Suiza,27,Extremo derecho
570,2019,Liverpool,Isaac Christie-Davies,Gales,21,Mediocampista ofensivo
571,2019,Liverpool,Sadio Mané,Senegal,27,Extremo izquierdo
572,2019,Liverpool,Mohamed Salah,Egipto,27,Extremo derecho
573,2019,Liverpool,Sheyi Ojo,Inglaterra,22,Extremo derecho
574,2019,Liverpool,Roberto Firmino,Brasil,27,Delantero centro
575,2019,Liverpool,Rafael Camacho,Portugal,19,Extremo derecho
576,2019,Liverpool,Divock Origi,Belgica,23,Delantero centro
577,2019,Liverpool,Dominic Solanke,Inglaterra,20,Delantero centro
578,2019,Liverpool,Danny Ings,Inglaterra,25,Delantero centro
579,2019,Liverpool,Ryan Brewster,Inglaterra,19,Delantero centro
580,2019,Tottenham Hotspur,Hugo Lloris,Francia,32,Portero
581,2019,Tottenham Hotspur,Paulo Gazzaniga,Argentina,27,Portero
582,2019,Tottenham Hotspur,Michel Vorm,Paises Bajos,35,Portero
583,2019,Tottenham Hotspur,Alfie Whiteman,Inglaterra,20,Portero
584,2019,Tottenham Hotspur,Davinson Sánchez,Colombia,23,Defensa central 
585,2019,Tottenham Hotspur,Toby Alderweireld,Belgica,30,Defensa central 
586,2019,Tottenham Hotspur,Eric Dier,Inglaterra,25,Defensa central 
587,2019,Tottenham Hotspur,Jan Vertonghen,Belgica,32,Defensa central 
588,2019,Tottenham Hotspur,Ben Davies,Gales,26,Defensa central 
589,2019,Tottenham Hotspur,Cameron Carter-Vickers,Estados unidos,21,Defensa central 
590,2019,Tottenham Hotspur,Timothy Eyoma,Inglaterra,19,Defensa central 
591,2019,Tottenham Hotspur,Danny Rose,Inglaterra,28,Lateral izquierdo
592,2019,Tottenham Hotspur,Kieran Trippier,Inglaterra,28,Lateral derecho
593,2019,Tottenham Hotspur,Serge Aurier,Costa de marfil,26,Lateral derecho
594,2019,Tottenham Hotspur,Juan Foyth,Argentina,21,Lateral derecho
595,2019,Tottenham Hotspur,Kyle Walker-Peters,Inglaterra,22,Lateral derecho
596,2019,Tottenham Hotspur,Harry Winks,Inglaterra,23,Mediocampista defensivo
597,2019,Tottenham Hotspur,Victor Wanyama,Kenia,28,Mediocampista defensivo
598,2019,Tottenham Hotspur,Oliver Skipp,Inglaterra,18,Mediocampista defensivo
599,2019,Tottenham Hotspur,George Marsh,Inglaterra,20,Mediocampista defensivo
600,2019,Tottenham Hotspur,Christian Eriksen,Dinamarca,27,Mediocampista
601,2019,Tottenham Hotspur,Moussa Sissoko,Francia,29,Mediocampista
602,2019,Tottenham Hotspur,Mousa Dembélé,Belgica,31,Mediocampista
603,2019,Tottenham Hotspur,Josh Onomah,Inglaterra,22,Mediocampista
604,2019,Tottenham Hotspur,Dele Alli,Inglaterra,23,Mediocampista ofensivo
605,2019,Tottenham Hotspur,Heung-min Son,Corea del sur,26,Extremo izquierdo
606,2019,Tottenham Hotspur,Georges-Kevin N'Koudou,Camerún ,24,Extremo izquierdo
607,2019,Tottenham Hotspur,Lucas Moura,Brasil,26,Extremo derecho
608,2019,Tottenham Hotspur,Erik Lamela,Argentina,27,Extremo derecho
609,2019,Tottenham Hotspur,Harry Kane,Inglaterra,25,Delantero centro
610,2019,Tottenham Hotspur,Vincent Janssen,Paises Bajos,25,Delantero centro
611,2019,Tottenham Hotspur,Fernando Llorente,España,34,Delantero centro
612,2019,Tottenham Hotspur,Kazaiah Sterling,Inglaterra,20,Delantero centro
613,2020,Bayern Munich,Manuel Neuer,Alemania,34,Portero
614,2020,Bayern Munich,Sven Ulreich,Alemania,31,Portero
615,2020,Bayern Munich,Christian Früchtl,Alemania,20,Portero
616,2020,Bayern Munich,Ron-Thorben Hoffmann,Alemania,21,Portero
617,2020,Bayern Munich,David Alaba,Austria,28,Defensa central 
618,2020,Bayern Munich,Niklas Süle,Alemania,24,Defensa central 
619,2020,Bayern Munich,Benjamin Pavard,Francia,24,Defensa central 
620,2020,Bayern Munich,Jérôme Boateng,Alemania,31,Defensa central 
621,2020,Bayern Munich,Lukas Mai,Alemania,20,Defensa central 
622,2020,Bayern Munich,Chris Richards,Estados unidos,20,Defensa central 
623,2020,Bayern Munich,Bright Arrey-Mbi,Alemania,17,Defensa central 
624,2020,Bayern Munich,Lucas Hernández,Francia,24,Lateral Izquierdo
625,2020,Bayern Munich,Alphonso Davies,Canadá,19,lateral Izquierdo
626,2020,Bayern Munich,Álvaro Odriozola,España,24,Lateral derecho
627,2020,Bayern Munich,Ryan Johansson,Irlanda,19,Lateral derecho
628,2020,Bayern Munich,Javi Martínez,España,31,Mediocampista defensivo
629,2020,Bayern Munich,Paul Will,Alemania,21,Mediocampista defensivo
630,2020,Bayern Munich,Joshua Kimmich,Alemania,25,Mediocentro
631,2020,Bayern Munich,Thiago Alcántara,España,29,Mediocentro
632,2020,Bayern Munich,Leon Goretzka,Alemania,25,Mediocentro
633,2020,Bayern Munich,Corentin Tolisso,Francia,25,Mediocentro
634,2020,Bayern Munich,Renato Sanches,Portugal,22,Mediocentro
635,2020,Bayern Munich,Michaël Cuisance,Francia,20,Mediocentro
636,2020,Bayern Munich,Philippe Coutinho,Brasil,28,mediocampista ofensivo
637,2020,Bayern Munich,Woo-yeong Jeong,Corea del sur,20,Mediocampista Ofensivo
638,2020,Bayern Munich,Sarpreet Singh,Nueva zelanda,21,Mediocampista ofensivo
639,2020,Bayern Munich,Oliver Batista Meier,Alemania,19,Mediocampista Ofensivo
640,2020,Bayern Munich,Malik Tillman,Estados unidos,18,Mediocampista ofensivo
641,2020,Bayern Munich,Jamal Musiala,Alemania,17,Mediocampista Ofensivo
642,2020,Bayern Munich,Kingsley Coman,Francia,24,Extremo izquierdo
643,2020,Bayern Munich,Ivan Perisic,Croacia,31,Extremo izquierdo
644,2020,Bayern Munich,Serge Gnabry,Alemania,24,Extremo derecho
645,2020,Bayern Munich,Thomas Müller,Alemania,30,Mediocampista ofensivo
646,2020,Bayern Munich,Leon Dajaku,Alemania,19,Mediocampista Ofensivo
647,2020,Bayern Munich,Robert Lewandowski,Polonia,31,Delantero centro
648,2020,Bayern Munich,Fiete Arp,Alemania,20,Delantero centro
649,2020,Bayern Munich,Kwasi Wriedt,Ghana,25,Delantero centro
650,2020,Paris Saint-Germain ,Alphonse Areola,Francia,27,Portero
651,2020,Paris Saint-Germain ,Kevin Trapp,Alemania,29,Portero
652,2020,Paris Saint-Germain ,Keylor Navas,Costa rica,33,Portero
653,2020,Paris Saint-Germain ,Sergio Rico,España,26,Portero
654,2020,Paris Saint-Germain ,Marcin Bulka,Polonia,20,Portero
655,2020,Paris Saint-Germain ,Farissone Innocent,Francia,20,Portero
656,2020,Paris Saint-Germain ,Marquinhos,Brasil,26,Defensa central 
657,2020,Paris Saint-Germain ,Presnel Kimpembe,Francia,24,Defensa central 
658,2020,Paris Saint-Germain ,Thilo Kehrer,Alemania,23,Defensa central 
659,2020,Paris Saint-Germain ,Abdou Diallo,Francia,24,Defensa central 
660,2020,Paris Saint-Germain ,Tanguy Nianzou,Francia,18,Defensa central 
661,2020,Paris Saint-Germain ,Thiago Silva,Brasil,35,Defensa central 
662,2020,Paris Saint-Germain ,Loïc Mbe Soh,Camerún ,19,Defensa central 
663,2020,Paris Saint-Germain ,Juan Bernat,España,27,Lateral Izquierdo
664,2020,Paris Saint-Germain ,Layvin Kurzawa,Francia,27,Lateral Izquierdo
665,2020,Paris Saint-Germain ,Arthur Zagré,Francia,18,Lateral Izquierdo
666,2020,Paris Saint-Germain ,Mitchel Bakker,Paises Bajos,20,Lateral Izquierdo
667,2020,Paris Saint-Germain ,Thomas Meunier,Belgica,28,Lateral derecho
668,2020,Paris Saint-Germain ,Colin Dagba,Francia,21,Lateral Derecho
669,2020,Paris Saint-Germain ,Leandro Paredes,Argentina,26,Mediocampista defensivo
670,2020,Paris Saint-Germain ,Marco Verratti,Italia,27,Mediocentro
671,2020,Paris Saint-Germain ,Idrissa Gueye,Camerún ,30,Mediocentro
672,2020,Paris Saint-Germain ,Ander Herrera,España,30,Mediocentro
673,2020,Paris Saint-Germain ,Kays Ruis-Atil,Marruecos,17,Mediocentro
674,2020,Paris Saint-Germain ,Adil Aouchiche,Francia,17,Mediocampista ofensivo
675,2020,Paris Saint-Germain ,Neymar,Brasil,28,Extremo izquierdo
676,2020,Paris Saint-Germain ,Julian Draxler,Alemania,26,Extremo izquierdo
677,2020,Paris Saint-Germain ,Jesé Rodríguez,España,27,Extremo izquierdo
678,2020,Paris Saint-Germain ,Ángel Di María,Argentina,32,Extremo derecho
679,2020,Paris Saint-Germain ,Pablo Sarabia,España,28,Extremo derecho
680,2020,Paris Saint-Germain ,Kylian Mbappé,Francia,21,Delantero centro
681,2020,Paris Saint-Germain ,Mauro Icardi,Argentina,27,Delantero centro
682,2020,Paris Saint-Germain ,Edinson Cavano,Uruguay,33,Delantero centro
683,2020,Paris Saint-Germain ,Eric-Maxim Choupo-Moting,Camerún ,31,Delantero centro
684,2020,Paris Saint-Germain ,Arbaud Kalimuendo,Francia,18,Delantero centro
685,2021,Chelsea,Edouard Mendy,Senegal,29,Portero
686,2021,Chelsea,Kepa Arrizabalaga,España,16,Portero
687,2021,Chelsea,Jamal Blackman,Inglaterra,27,Portero
688,2021,Chelsea,Nathan Baxter,Inglaterra,22,Portero
689,2021,Chelsea,Willy Caballero,Argentina,39,Portero
690,2021,Chelsea,Karlo Ziger,Croacia,20,Portero
691,2021,Chelsea,Kurt Zouma,Francia,26,Defensa central 
692,2021,Chelsea,Andreas Christensen,Dinamarca,25,Defensa central 
693,2021,Chelsea,Antonio Rüdiger,Alemania,28,Defensa central 
694,2021,Chelsea,Fikayo Tomori,Inglaterra,23,Defensa central 
695,2021,Chelsea,César Azpilicueta,España,31,Defensa central 
696,2021,Chelsea,Thiago Silva,Brasil,36,Defensa central 
697,2021,Chelsea,Jake Clarke-Salter,Inglaterra,23,Defensa central 
698,2021,Chelsea,Ben Chilwell,Inglaterra,24,Lateral izquierdo
699,2021,Chelsea,Marcos Alonso,España,30,Lateral izquierdo
700,2021,Chelsea,Emerson,Italia,26,Lateral izquierdo
701,2021,Chelsea,Reece James,Inglaterra,21,Lateral derecho
702,2021,Chelsea,Tino Livramento,Inglaterra,18,Lateral derecho
703,2021,Chelsea,N´Golo Kanté,Francia,30,Mediocampista defensivo
704,2021,Chelsea,Jorginho,Italia,29,Mediocampista defensivo
705,2021,Chelsea,Ethan Ampadu,Gales,20,Mediocampista defensivo
706,2021,Chelsea,Billy Gilmour,Escocia,20,Mediocampista defensivo
707,2021,Chelsea,Mateo Kovacic,Croacia,27,Mediocentro
708,2021,Chelsea,Ross Barkley,Inglaterra,27,Mediocentro
709,2021,Chelsea,Ruben Loftuns-Cheek,Inglaterra,25,Mediocentro
710,2021,Chelsea,Conor Gallagher,Inglaterra,21,Mediocentro
711,2021,Chelsea,Lewis Bate,Inglaterra,18,Mediocentro
712,2021,Chelsea,Mason Mount,Inglaterra,22,Mediocampista ofensivo
713,2021,Chelsea,Tino Anjorin,Inglaterra,19,Mediocampista ofensivo
714,2021,Chelsea,Timo Werner,Alemania,25,Extremo izquierdo
715,2021,Chelsea,Callum Hudson-Odoi,Inglaterra,20,Extremo izquierdo
716,2021,Chelsea,Izzy Brown,Inglaterra,24,Extremo izquierdo
717,2021,Chelsea,Charly Musonda Jr.,Belgica,24,Extremo izquierdo
718,2021,Chelsea,Christian Pulisic,Estados unidos,22,Extremo derecho
719,2021,Chelsea,Hakim Ziyech,Marruecos,28,Extremo derecho
720,2021,Chelsea,Kai Havertz,Alemania,22,Delantero centro
721,2021,Chelsea,Tammy Abraham,Inglaterra,23,Delantero centro
722,2021,Chelsea,Michy Batshuayi,Belgica,27,Delantero centro
723,2021,Chelsea,Oliver Giroud,Francia,34,Delantero centro
724,2021,Manchester City,Ederson,Brasil,27,Portero
725,2021,Manchester City,Zack Steffen,Estados unidos,26,Portero
726,2021,Manchester City,Scott Carson,Inglaterra,35,Portero
727,2021,Manchester City,James Traffor,Inglaterra,18,Portero
728,2021,Manchester City,Rúben Dias,Portugal,24,Defensa central 
729,2021,Manchester City,Aymeric Laporte,España,27,Defensa central 
730,2021,Manchester City,Nathan Aké,Paises Bajos,26,Defensa central 
731,2021,Manchester City,John Stones,Inglaterra,27,Defensa central 
732,2021,Manchester City,Eric García,España,20,Defensa central 
733,2021,Manchester City,Nicolás Otamendi,Argentina,33,Defensa central 
734,2021,Manchester City,Taylor Harwood-Bellis,Inglaterra,19,Defensa central 
735,2021,Manchester City,Philipe Sandler,Paises Bajos,24,Defensa central 
736,2021,Manchester City,Luke Mbete,Inglaterra,17,Defensa central 
737,2021,Manchester City,Oleksandr Zinchenko,Ucrania,24,Lateral Izquierdo
738,2021,Manchester City,Benjamin Mendy,Francia,26,Lateral Izquierdo
739,2021,Manchester City,Joäo Cancelo,Portugal,27,Lateral Derecho
740,2021,Manchester City,Kyle Walker-Peters,Inglaterra,31,Lateral Derecho
741,2021,Manchester City,Rodri,España,25,Mediocampista defensivo
742,2021,Manchester City,Fernandinho,Brasil,36,Mediocampista defensivo
743,2021,Manchester City,Claudio Gomes,Francia,20,Mediocampista defensivo
744,2021,Manchester City,Ilkay Gündo?an,Alemania,30,Mediocentro
745,2021,Manchester City,Adrián Bernabé,Francia,20,Mediocentro
746,2021,Manchester City,Tommy Doyle,Inglaterra,19,Mediocentro
747,2021,Manchester City,Felix Nmecha,Alemania,20,Mediocentro
748,2021,Manchester City,Kevin De Bruyne,Belgica,30,Mediocampista Ofensivo
749,2021,Manchester City,Bernardo Silva,Portugal,26,Mediocampista Ofensivo
750,2021,Manchester City,Cole Palmer,Inglaterra,19,Mediocampista Ofensivo
751,2021,Manchester City,Raheem Sterling,Inglaterra,26,Extremo izquierdo
752,2021,Manchester City,Phil Foden,Inglaterra,21,Extremo derecho
753,2021,Manchester City,Ferran Torres,España,21,Extremo derecho
754,2021,Manchester City,Riyad Mahrez,Argelia,30,Extremo derecho
755,2021,Manchester City,Jack Harrison,Inglaterra,24,Extremo derecho
756,2021,Manchester City,Patrick Roberts,Inglaterra,24,Extremo derecho
757,2021,Manchester City,Gabriel Jesús,Brasil,24,Delantero centro
758,2021,Manchester City,Sergio Agüero,Argentina,33,Delantero centro
759,2021,Manchester City,Liam Delap,Inglaterra,18,Delantero centro
760,2022,Liverpool,Alisson,Brasil,29,Portero
761,2022,Liverpool,Caoimhín Kelleher,Brasil,23,Portero
762,2022,Liverpool,Loris Karius,Alemania,29,Portero
763,2022,Liverpool,Adrián,España,35,Portero
764,2022,Liverpool,Marcelo Pitaluga,Brasil,19,Portero
765,2022,Liverpool,Liam Hughes,Irlanda del norte,20,Portero
766,2022,Liverpool,Harvey Davies,Inglaterra,18,Portero
767,2022,Liverpool,Virgil Van Dijk,Paises Bajos,30,Defensa central 
768,2022,Liverpool,Ibrahima Konaté,Francia,23,Defensa central 
769,2022,Liverpool,Joe Gomez,Inglaterra,25,Defensa central 
770,2022,Liverpool,Joel Matip,Camerún ,30,Defensa central 
771,2022,Liverpool,Nat Phillips,Inglaterra,25,Defensa central 
772,2022,Liverpool,Sepp van den Berg,Paises Bajos,20,Defensa central 
773,2022,Liverpool,Rhys Williams,Inglaterra,21,Defensa central 
774,2022,Liverpool,Ben Davies,Inglaterra,26,Defensa central 
775,2022,Liverpool,Billy Koumetio,Francia,19,Defensa central 
776,2022,Liverpool,Jarell Quansah,Inglaterra,19,Defensa central 
777,2022,Liverpool,Andrew Robertson,Escocia,28,Lateral izquierdo
778,2022,Liverpool,Konstantinos Tsimikas,Grecia,26,Lateral izquierdo
779,2022,Liverpool,Owen Beck,Gales,19,Lateral izquierdo
780,2022,Liverpool,James Norris,Inglaterra,19,Lateral izquierdo
781,2022,Liverpool,Trent Alexander-Arnold,Inglaterra,23,Lateral derecho
782,2022,Liverpool,Neco Williams,Gales,21,Lateral derecho
783,2022,Liverpool,Conor Bradley,Irlanda del norte,18,Lateral derecho
784,2022,Liverpool,Isaac Mabaya,Zimbabue,17,Lateral derecho
785,2022,Liverpool,Fabinho,Brasil,28,Mediocampista defensivo
786,2022,Liverpool,Tyler Morton,Inglaterra,19,Mediocampista defensivo
787,2022,Liverpool,Curtis Jones,Inglaterra,21,Mediocentro
788,2022,Liverpool,Naby Keïta ,Guinea,27,Mediocentro
789,2022,Liverpool,Harvey Elliott,Inglaterra,19,Mediocentro
790,2022,Liverpool,Thiago Alcántara,España,31,Mediocentro
791,2022,Liverpool,Alex Oxlade-Chamberlain,Inglaterra,28,Mediocentro
792,2022,Liverpool,Jordan Henderson,Inglaterra,32,Mediocentro
793,2022,Liverpool,James Milner,Inglaterra,36,Mediocentro
794,2022,Liverpool,Elijah Dixon-Bonner,Inglaterra,21,Mediocentro
795,2022,Liverpool,James Balagizi,Inglaterra,18,Mediocentro
796,2022,Liverpool,Ben Woodburn,Gales,22,Mediocampista ofensivo
797,2022,Liverpool,Sadio Mané,Senegal,30,Extremo izquierdo
798,2022,Liverpool,Luis Díaz,Colombia,25,Extremo izquierdo
799,2022,Liverpool,Takumi Minamino,Japón,27,Extremo izquierdo
800,2022,Liverpool,Harvey Blair,Inglaterra,18,Extremo izquierdo
801,2022,Liverpool,Mohamed Salah,Egipto,30,Extremo derecho
802,2022,Liverpool,Sheyi Ojo,Inglaterra,25,Extremo derecho
803,2022,Liverpool,Kaide Gordon,Inglaterra,17,Extremo derecho
804,2022,Liverpool,Melkamu Frauendorf,Alemania,18,Extremo derecho
805,2022,Liverpool,Diogo Jota,Portugal,25,Delantero centro
806,2022,Liverpool,Roberto Firmino,Brasil,30,Delantero centro
807,2022,Liverpool,Divock Origi,Belgica,27,Delantero centro
808,2022,Liverpool,Max Woltman,Inglaterra,18,Delantero centro
809,2022,Real Madrid,Thibaut Courtois,Belgica,30,Portero
810,2022,Real Madrid,Andriy Lunin,Ucrania,23,Portero
811,2022,Real Madrid,Luis López,España,21,Portero
812,2022,Real Madrid,Toni Fuidias,España,21,Portero
813,2022,Real Madrid,Diego Piñeiro,España,18,Portero
814,2022,Real Madrid,Éder Militaö,Brasil,24,Defensa central 
815,2022,Real Madrid,David Alaba,Austria,30,Defensa central 
816,2022,Real Madrid,Nacho Fernández,España,32,Defensa central 
817,2022,Real Madrid,Jesús Vallejo,España,25,Defensa central 
818,2022,Real Madrid,Mario Gila,España,21,Defensa central 
819,2022,Real Madrid,Rafa Marín,España,20,Defensa central 
820,2022,Real Madrid,Ferland Mendy,Francia,27,Lateral izquierdo
821,2022,Real Madrid,Miguel Guitiérrez,España,20,Lateral izquierdo
822,2022,Real Madrid,Marcelo,Brasil,34,Lateral izquierdo
823,2022,Real Madrid,Daniel Carvajal,España,30,Lateral derecho
824,2022,Real Madrid,Lucas Vázquez,España,30,Lateral derecho
825,2022,Real Madrid,Álvaro Odriozola,España,26,Lateral derecho
826,2022,Real Madrid,Sergio Santos,España,21,Lateral derecho
827,2022,Real Madrid,Casemiro,Brasil,30,Mediocampista defensivo
828,2022,Real Madrid,Antonio Blanco,España,21,Mediocampista defensivo
829,2022,Real Madrid,Federico Valverde,Uruguay,12,Mediocentro
830,2022,Real Madrid,Eduardo Camavinga,Francia,19,Mediocentro
831,2022,Real Madrid,Toni Kroos,Alemania,32,Mediocentro
832,2022,Real Madrid,Dani Ceballos,España,25,Mediocentro
833,2022,Real Madrid,Luka Modric,Croacia,36,Mediocentro
834,2022,Real Madrid,Isco,España,30,Mediocampista ofensivo
835,2022,Real Madrid,Vinicius Junior,Brasil,21,Extremo izquierdo
836,2022,Real Madrid,Eden Hazard,Belgica,31,Extremo izquierdo
837,2022,Real Madrid,Rodrygo,Brasil,21,Extremo derecho
838,2022,Real Madrid,Marco Asensio,España,26,Extremo derecho
839,2022,Real Madrid,Gareth Bale,Gales,32,Extremo derecho
840,2022,Real Madrid,Peter Federico,Republica dominicana,19,Extremo derecho
841,2022,Real Madrid,Karim Benzema,Francia,34,Delantero centro
842,2022,Real Madrid,Luka Jovic,Serbia,24,Delantero centro
843,2022,Real Madrid,Mariano Díaz,Republica dominicana,28,Delantero centro
844,2022,Real Madrid,Juanmi Latasa,España,21,Delantero centro
845,2023,Manchester City,Ederson,Brasil,29,Portero
846,2023,Manchester City,Stefan Ortega,Alemania,30,Portero
847,2023,Manchester City,Zack Steffen,Estados unidos,28,Portero
848,2023,Manchester City,Scott Carson,Inglaterra,37,Portero
849,2023,Manchester City,Rúben Dias,Portugal,26,Defensa central 
850,2023,Manchester City,Nathan Aké,Paises Bajos,28,Defensa central 
851,2023,Manchester City,John Stones,Inglaterra,29,Defensa central 
852,2023,Manchester City,Manuel Akanji,Suiza,27,Defensa central 
853,2023,Manchester City,Aymeric Laporte,España,29,Defensa central 
854,2023,Manchester City,Luke Mbete,Inglaterra,19,Defensa central 
855,2023,Manchester City,Josh Wilson-Esbrand,Inglaterra,20,Lateral izquierdo
856,2023,Manchester City,Benjamin Mendy,Francia,28,Lateral izquierdo
857,2023,Manchester City,Joäo Cancelo,Portugal,29,Lateral derecho
858,2023,Manchester City,Rico Lewis,Inglaterra,18,Lateral derecho
859,2023,Manchester City,Kyle Walker-Peters,Inglaterra,33,Lateral derecho
860,2023,Manchester City,Rodri,España,27,Mediocampista defensivo
861,2023,Manchester City,Kalvin Phillips,Inglaterra,27,Mediocampista defensivo
